Category,Model,Model Year,Manufacturer,Fuel,All-Electric Range,PHEV Total Range,Alternative Fuel Economy City,Alternative Fuel Economy Highway,Alternative Fuel Economy Combined,Conventional Fuel Economy City,Conventional Fuel Economy Highway,Conventional Fuel Economy Combined,Transmission Type,Transmission Make,Engine Type,Engine Size,Engine Cylinder Count,Number of Passengers,Heavy-Duty Power System,Notes,Drivetrain
Sedan/Wagon,S 580 4MATIC Maybach,2021,Mercedes-Benz,Hybrid Electric,,,,,,16.0,24.0,19.0,Auto,,SI,4.0L,8,,,"",""
Sedan/Wagon,Cooper SE Countryman ALL4,2021,Mini,Plug-in Hybrid Electric,18,,,,73.0,29.0,30.0,29.0,Auto,,SI,1.5L,3,,,"",
Sedan/Wagon,Cooper SE Hardtop 2 door,2021,Mini,Electric,110,,115.0,100.0,108.0,,,,Auto,,e-motor,135 kW electric motor,,,,"",
SUV,Outlander PHEV,2021,Mitsubishi,Plug-in Hybrid Electric,24,,,,74.0,26.0,26.0,26.0,Auto,,SI,2.4L,4,,,"",
Sedan/Wagon,Leaf (40 kWh battery pack),2021,Nissan,Electric,149,,123.0,99.0,111.0,,,,Auto,,e-motor,110 kW electric motor,,,,"",
Sedan/Wagon,Leaf (62 kWh battery pack),2021,Nissan,Electric,226,,118.0,97.0,108.0,,,,Auto,,e-motor,160 kW electric motor,,,,"",FWD
Sedan/Wagon,Leaf SV/SL (62 kWh battery pack),2021,Nissan,Electric,215,,114.0,94.0,104.0,,,,Auto,,e-motor,160 kW electric motor,,,,"",
Sedan/Wagon,Polestar 2,2021,Polestar Automotive USA,Electric,233,,96.0,88.0,92.0,,,,Auto,,"","",,,,"",""
Sedan/Wagon,Polestar I,2021,Polestar Automotive USA,Plug-in Hybrid Electric,52,,,,58.0,22.0,31.0,26.0,Auto,,SI,2.0L,4,,,"",
SUV,Cayenne e-Hybrid,2021,Porsche,Plug-in Hybrid Electric,17,,,,46.0,20.0,22.0,21.0,Auto,,SI,3.0L ,6,,,"",""
SUV,Cayenne e-Hybrid Coupe,2021,Porsche,Plug-in Hybrid Electric,17,,,,46.0,20.0,22.0,21.0,Auto,,SI,3.0L ,6,,,"",""
SUV,Cayenne Turbo S e-Hybrid,2021,Porsche,Plug-in Hybrid Electric,15,,,,42.0,17.0,20.0,18.0,Auto,,SI,4.0L,8,,,"",""
SUV,Cayenne Turbo S e-Hybrid Coupe,2021,Porsche,Plug-in Hybrid Electric,15,,,,42.0,17.0,20.0,18.0,Auto,,SI,4.0L,8,,,"",""
Sedan/Wagon,Panamera 4 E-Hybrid,2021,Porsche,Plug-in Hybrid Electric,19,,,,52.0,21.0,24.0,22.0,Auto,,SI,2.9L,6,,,"",""
Sedan/Wagon,Panamera 4 E-Hybrid Executive,2021,Porsche,Plug-in Hybrid Electric,19,,,,52.0,21.0,24.0,22.0,Auto,,SI,2.9L,6,,,"",""
Sedan/Wagon,Panamera 4 E-Hybrid ST,2021,Porsche,Plug-in Hybrid Electric,19,,,,52.0,21.0,24.0,22.0,Auto,,SI,2.9L,6,,,"",""
Sedan/Wagon,Panamera 4S E-Hybrid,2021,Porsche,Plug-in Hybrid Electric,19,,,,50.0,21.0,23.0,22.0,Auto,,SI,2.9L,6,,,"",""
Sedan/Wagon,Panamera 4S E-Hybrid Executive,2021,Porsche,Plug-in Hybrid Electric,19,,,,50.0,21.0,23.0,22.0,Auto,,SI,2.9L,6,,,"",""
Sedan/Wagon,Panamera 4S E-Hybrid ST,2021,Porsche,Plug-in Hybrid Electric,19,,,,50.0,21.0,23.0,22.0,Auto,,SI,2.9L,6,,,"",""
Sedan/Wagon,Panamera Turbo S E-Hybrid,2021,Porsche,Plug-in Hybrid Electric,17,,,,48.0,18.0,22.0,19.0,Auto,,SI,4.0L,8,,,"",""
Sedan/Wagon,Panamera Turbo S E-Hybrid Executive,2021,Porsche,Plug-in Hybrid Electric,17,,,,48.0,18.0,22.0,19.0,Auto,,SI,4.0L,8,,,"",""
Sedan/Wagon,Panamera Turbo S E-Hybrid ST,2021,Porsche,Plug-in Hybrid Electric,17,,,,48.0,18.0,22.0,19.0,Auto,,SI,4.0L,8,,,"",""
Sedan/Wagon,Taycan 4S Perf Battery,2021,Porsche,Electric,199,,79.0,80.0,79.0,,,,Auto,,e-motor,194 and 280 kW electric motors,,,,"",
Sedan/Wagon,Taycan 4S Perf Battery Plus,2021,Porsche,Electric,227,,75.0,81.0,77.0,,,,Auto,,e-motor,210 and 250 kW electric motors,,,,"",
Sedan/Wagon,Taycan Perf Battery,2021,Porsche,Electric,200,,76.0,84.0,79.0,,,,Auto,,e-motor,240 kW electric motor,,,,"",
Sedan/Wagon,Taycan Perf Battery Plus,2021,Porsche,Electric,225,,71.0,80.0,75.0,,,,Auto,,e-motor,280 kW electric motor,,,,"",
Sedan/Wagon,Taycan Turbo,2021,Porsche,Electric,212,,71.0,75.0,73.0,,,,Auto,,e-motor,"",,,,"",""
Sedan/Wagon,Taycan Turbo S,2021,Porsche,Electric,201,,69.0,71.0,70.0,,,,Auto,,e-motor,"",,,,"",""
Pickup,1500 2WD,2021,Ram,Hybrid Electric,,,,,,20.0,25.0,22.0,Auto,,SI,3.6L,6,,,"",
Pickup,1500 2WD,2021,Ram,Hybrid Electric,,,,,,17.0,23.0,19.0,Auto,,SI,5.7L,8,,,"",
Pickup,1500 4WD,2021,Ram,Hybrid Electric,,,,,,19.0,24.0,21.0,Auto,,SI,3.6L,6,,,"",
Pickup,1500 4WD,2021,Ram,Hybrid Electric,,,,,,17.0,22.0,19.0,Auto,,SI,5.7L,8,,,"",
Pickup,1500 HFE 4X2,2021,Ram,Hybrid Electric,,,,,,20.0,26.0,23.0,Auto,,SI,3.6L,6,,,"",
SUV,Crosstrek Hybrid AWD,2021,Subaru,Plug-in Hybrid Electric,17,,,,90.0,36.0,35.0,35.0,Auto,,"",2.0L,4,,,"",
Sedan/Wagon,Model 3 Long Range AWD,2021,Tesla,Electric,353,,141.0,127.0,134.0,,,,Auto,,e-motor,131 and 190 kW electric motors,,,,"",
Sedan/Wagon,Model 3 Performance AWD,2021,Tesla,Electric,315,,118.0,107.0,113.0,,,,Auto,,e-motor,131 and 190 kW electric motors,,,,"",
Sedan/Wagon,Model 3 Standard Range Plus RWD,2021,Tesla,Electric,263,,150.0,133.0,142.0,,,,Auto,,e-motor,198 kW electric motor,,,,"",RWD
Sedan/Wagon,Model S Long Range,2021,Tesla,Electric,405,,124.0,115.0,120.0,,,,Auto,,e-motor,179 kW and 186 kW electric motor,,,,"",""
Sedan/Wagon,"Model S Performance (19"" Wheels)",2021,Tesla,Electric,387,,114.0,106.0,110.0,,,,Auto,,e-motor,149 kW and 276 kW electric motor,,,,"This model is also available with 21"" wheels, at reduced fuel economy and 334 miles range.",""
Sedan/Wagon,"Model S Plaid (21"" Wheels)",2021,Tesla,Electric,348,,102.0,99.0,101.0,,,,Auto,,e-motor,250 kW electric motors (X3),,,,"",AWD
SUV,Model X Long Range Plus,2021,Tesla,Electric,371,,109.0,101.0,105.0,,,,Auto,,e-motor,180 and 189 kW electric motor,,,,"",
SUV,"Model X Performance (20"" Wheels)",2021,Tesla,Electric,341,,100.0,95.0,97.0,,,,Auto,,e-motor,151 and 273 kW electric motors,,,,"This model is also available with 22"" wheels, at reduced fuel economy and 300 miles range.",
SUV,Model Y Long Range AWD,2021,Tesla,Electric,326,,131.0,117.0,125.0,,,,Auto,,e-motor,69 and 201 kW electric motors,,,,"",
SUV,Model Y Performance AWD,2021,Tesla,Electric,303,,115.0,106.0,111.0,,,,Auto,,e-motor,133 and 179 kW electric motors,,,,"",
SUV,Model Y Standard Range RWD,2021,Tesla,Electric,244,,140.0,119.0,129.0,,,,Auto,,e-motor,209 kW electric motor,,,,"",""
Sedan/Wagon,Avalon Hybrid,2021,Toyota,Hybrid Electric,,,,,,43.0,43.0,43.0,Auto,,SI,2.5L,4,,,"",
Sedan/Wagon,Avalon Hybrid XLE,2021,Toyota,Hybrid Electric,,,,,,43.0,44.0,44.0,Auto,,SI,2.5L,4,,,"",
Sedan/Wagon,Camry Hybrid LE,2021,Toyota,Hybrid Electric,,,,,,51.0,53.0,52.0,Auto,,SI,2.5L,4,,,"",
Sedan/Wagon,Camry Hybrid SE/XLE/XSE,2021,Toyota,Hybrid Electric,,,,,,44.0,47.0,46.0,Auto,,SI,2.5L,4,,,"",
Sedan/Wagon,Corolla Hybrid,2021,Toyota,Hybrid Electric,,,,,,53.0,52.0,52.0,Auto,,SI,1.8L,4,,,"",
SUV,Highlander Hybrid,2021,Toyota,Hybrid Electric,,,,,,36.0,35.0,36.0,Auto,,SI,2.5L,4,,,"",
SUV,Highlander Hybrid AWD,2021,Toyota,Hybrid Electric,,,,,,35.0,35.0,35.0,Auto,,SI,2.5L,4,,,"",
SUV,Highlander Hybrid AWD LTD/PLAT,2021,Toyota,Hybrid Electric,,,,,,35.0,34.0,35.0,Auto,,SI,2.5L,4,,,"",
Sedan/Wagon,Mirai Limited,2021,Toyota,Hydrogen Fuel Cell,,,67.0,64.0,65.0,,,,Auto,,FC,134 kW electric motor,,,,"",
Sedan/Wagon,Mirai XLE,2021,Toyota,Hydrogen Fuel Cell,,,74.0,70.0,72.0,,,,Auto,,FC,134 kW electric motor,,,,"",
Sedan/Wagon,Prius,2021,Toyota,Hybrid Electric,,,,,,54.0,50.0,52.0,Auto,,SI,1.8L,4,,,"",""
Sedan/Wagon,Prius AWD,2021,Toyota,Hybrid Electric,,,,,,51.0,47.0,49.0,Auto,,SI,1.8L,4,,,"",
Sedan/Wagon,Prius Eco,2021,Toyota,Hybrid Electric,,,,,,58.0,53.0,56.0,Auto,,SI,1.8L,4,,,"",
Sedan/Wagon,Prius Prime,2021,Toyota,Plug-in Hybrid Electric,25,,,,133.0,55.0,53.0,54.0,Auto,,"",1.8L,4,,,"",""
SUV,RAV4 Hybrid AWD,2021,Toyota,Hybrid Electric,,,,,,41.0,38.0,40.0,Auto,,SI,2.5L,4,,,"",
Sedan/Wagon,RAV4 Prime AWD,2021,Toyota,Plug-in Hybrid Electric,42,,,,94.0,40.0,36.0,38.0,Auto,,"",2.5L,4,,,"",
Van,Sienna,2021,Toyota,Hybrid Electric,,,,,,36.0,36.0,36.0,Auto,,SI,2.5L,4,,,"",
Van,Sienna AWD,2021,Toyota,Hybrid Electric,,,,,,35.0,36.0,35.0,Auto,,SI,2.5L,4,,,"",
SUV,Venza AWD,2021,Toyota,Hybrid Electric,,,,,,40.0,37.0,39.0,Auto,,SI,2.5L,4,,,"",
SUV,ID.4 1st,2021,Volkswagen,Electric,250,,104.0,89.0,97.0,,,,Auto,,e-motor,150 kW electric motor,,,,"",
SUV,ID.4 AWD Pro,2021,Volkswagen,Electric,249,,102.0,90.0,97.0,,,,Auto,,e-motor,80 and 150 kW electric motors,,,,"",AWD
SUV,ID.4 Pro,2021,Volkswagen,Electric,260,,107.0,91.0,99.0,,,,Auto,,e-motor,150 kW electric motor,,,,"",""
SUV,ID.4 Pro S,2021,Volkswagen,Electric,250,,104.0,89.0,97.0,,,,Auto,,e-motor,150 kW electric motor,,,,"",
SUV,ID.4 Pro S AWD ,2021,Volkswagen,Electric,240,,98.0,88.0,93.0,,,,Auto,,e-motor,80 and 150 kW electric motors,,,,"",AWD
Sedan/Wagon,S60 AWD,2021,Volvo,Plug-in Hybrid Electric,22,,,,69.0,28.0,33.0,30.0,Auto,,SI,2.0L,4,,,"",
Sedan/Wagon,S90 AWD,2021,Volvo,Plug-in Hybrid Electric,21,,,,60.0,28.0,31.0,30.0,Auto,,SI,2.0L,4,,,"",
SUV,V60 AWD,2021,Volvo,Plug-in Hybrid Electric,22,,,,69.0,28.0,33.0,30.0,Auto,,SI,2.0L,4,,,"",
SUV,XC40 Recharge,2021,Volvo,Electric,208,,85.0,72.0,79.0,,,,Auto,,"","",,,,"",""
SUV,XC60 AWD,2021,Volvo,Plug-in Hybrid Electric,19,,,,57.0,26.0,28.0,27.0,Auto,,SI,2.0L,4,,,"",
SUV,XC90 AWD,2021,Volvo,Plug-in Hybrid Electric,18,,,,55.0,26.0,28.0,27.0,Auto,,SI,2.0L,4,,,"",
Street Sweeper,ACMD-Xpert,,Autocar,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,,,,,,"",Allison,,,,"",Cummins Westport L9N 8.9L Near Zero,,
Refuse,ACMD-Xpert,,Autocar,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,,,,,"",Allison,,,,"",Cummins Westport L9N 8.9L Near Zero,"",
Vocational/Cab Chassis,ACMD-Xpert,,Autocar,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,,,,,"",Allison,,,,"",Cummins Westport L9N 8.9L Near Zero,,
Tractor,ACTT Terminal Tractor,,Autocar,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,,,,,,"",Allison,,,,"",Cummins Westport B6.7N Near Zero,"",
Tractor,ACTT Terminal Tractor,,Autocar,Electric,,,,,,,,,Automatic,Vorza,,,,"",Vorza 150 kW,According to manufacturer: 150kW electric motor; up to 210kWh battery; up to 22 hours run time,
Vocational/Cab Chassis,ACX-Xpeditor  - Class 8,,Autocar,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,,,,,"",Allison,,,,"",Cummins Westport L9N 8.9L Near Zero|Cummins Westport ISX12N 11.9L Near Zero,,
Refuse,ACX-Xpeditor ,,Autocar,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,,,,,,"",Allison,,,,"",Cummins Westport L9N 8.9L Near Zero|Cummins Westport ISX12N 11.9L Near Zero,,
Street Sweeper,ACX-Xpeditor ,,Autocar,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,,,,,"",Allison,,,,"",Cummins Westport L9N 8.9L Near Zero|Cummins Westport ISX12N 11.9L Near Zero,"",
Vocational/Cab Chassis,DC-64 - Class 8,,Autocar,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,,,,,,"",Allison,,,,"",Cummins Westport ISX12N 11.9L Near Zero,"Available in Mixer, Dump, or Refuse/Rolloff configurations",
Refuse,DC-64R - Class 8,,Autocar,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,,,,,"",Allison,,,,"",Cummins Westport ISX12N 11.9L Near Zero,"",
Vocational/Cab Chassis,LET2,,Battle Motors,Electric,,,,,,,,,Automatic,"",,,,"",Borg Warner Cascadia Motion,"According to Manufacturer: 700V, 330kWh LFP Lithium battery pack with 240kWh or 630kWh optional; up to 160 miles range. Available in Class 6, 7, or 8.",
Vocational/Cab Chassis,LET2,,Battle Motors,CNG - Compressed Natural Gas,,,,,,,,,"",Allison,,,,"",Cummins Westport L9N 8.9L Near Zero|Cummins Westport ISX12N 11.9L Near Zero,According to Manufacturer: Available in Class 7 or 8.,
Vocational/Cab Chassis,LET2 Crew Cab,,Battle Motors,CNG - Compressed Natural Gas,,,,,,,,,"",Allison,,,,"",Cummins Westport L9N 8.9L Near Zero|Cummins Westport ISX12N 11.9L Near Zero,According to Manufacturer: Available in Class 7 or 8.,
Vocational/Cab Chassis,LNT,,Battle Motors,CNG - Compressed Natural Gas,,,,,,,,,"",Allison,,,,"",Cummins Westport B6.7N Near Zero,"According to Manufacturer: Available in Class 6, 7, or 8.",
Vocational/Cab Chassis,LNT,,Battle Motors,Electric,,,,,,,,,Automatic,"",,,,"",Borg Warner Cascadia Motion,"According to Manufacturer: 700V, 240kWh LFP Lithium battery pack with 210kWh or 450kWh optional; up to 183 miles range. Available in Class 6, 7, or 8.",
Passenger Van/Shuttle Bus,All American Activity,,Blue Bird,CNG - Compressed Natural Gas,,,,,,,,,"",Allison 3000,,,,84,Cummins Westport L9N 8.9L Near Zero,"",
School Bus,All American Rear Engine - Class 7,,Blue Bird,CNG - Compressed Natural Gas,,,,,,,,,"",Allison 3000,,,,84,Cummins Westport L9N 8.9L Near Zero,"",
School Bus,All American RE Electric,,Blue Bird,Electric,,,,,,,,,Automatic,"",,,,84,Cummins PowerDrive 7000 EV,"According to manufacturer: 155 kWh battery, up to 120 miles range",
Passenger Van/Shuttle Bus,All American RE Electric Activity,,Blue Bird,Electric,,,,,,,,,Automatic,"",,,,84,Cummins PowerDrive 7000 EV,According to manufacturer: 160 kWh battery; up to 120 miles range,
Passenger Van/Shuttle Bus,Micro Bird Activity G5 Electric,,Blue Bird,Electric,,,,,,,,,"","",,,,30,"",According to manufacturer: 88 kWh battery; up to 100 miles range,
School Bus,Micro Bird G5 - Class 3,,Blue Bird,Propane,,,,,,,,,"","",,,,30,Ford 7.3L V8,"",
Passenger Van/Shuttle Bus,Micro Bird G5 Activity,,Blue Bird,Propane,,,,,,,,,"","",,,,25,Ford 7.3L V8,"",
School Bus,Micro Bird G5 Electric,,Blue Bird,Electric,,,,,,,,,"","",,,,30,"",According to manufacturer: 88 kWh battery; up to 100 miles range,
School Bus,Vision - Class 7,,Blue Bird,Propane,,,,,,,,,Automatic,"",,,,83,Ford 7.3L V8,"",
Passenger Van/Shuttle Bus,Vision Activity,,Blue Bird,Propane|CNG - Compressed Natural Gas,,,,,,,,,"","",,,,78,Ford 6.8L V10|Ford 7.3L V8,"",
School Bus,Vision Electric,,Blue Bird,Electric,,,,,,,,,Automatic,"",,,,77,Cummins PowerDrive 7000 EV,According to manufacturer: 160 kWh battery; up to 120 miles range,
Passenger Van/Shuttle Bus,Vision Electric Activity,,Blue Bird,Electric,,,,,,,,,Automatic,"",,,,77,Cummins PowerDrive 7000 EV,According to manufacturer: 160 kWh battery; up to 120 miles range,
Vocational/Cab Chassis,6F,,BYD,Electric,,,,,,,,,"",BYD,,,,"","","According to manufacturer: 26,000 lbs GVWR; up to 523 HP; 2,325 lb-ft torque",
Refuse,6R,,BYD,Electric,,,,,,,,,"",BYD,,,,"","","According to manufacturer: 26,000 lbs GVWR; up to 523 HP; 2,325 lb-ft torque",
Refuse,8R,,BYD,Electric,,,,,,,,,"",BYD,,,,"","","According to manufacturer: 66,000 lbs GVWR; 402 HP; 812 lb-ft torque",
Tractor,8TT Day Cab,,BYD,Electric,,,,,,,,,Automatic,BYD,,,,"","","According to manufacturer: 105,000 lbs GCWR; 483 HP; 1,770 lb-ft torque",
Tractor,8Y Terminal Tractor,,BYD,Electric,,,,,,,,,"",BYD,,,,"","","According to manufacturer: 102,000 lbs GCWR; 241 HP; 1,106 lb-ft torque
",
Passenger Van/Shuttle Bus,C10M (45'),,BYD,Electric,,,,,,,,,"",BYD,,,,Max 57,BYD 180 kWx2 in-wheel motor,"According to manufacturer: 446kWh battery; up to 172 miles range; charging capacity 150 kW
",
Transit Bus,C10MS (45' double deck),,BYD,Electric,,,,,,,,,"",BYD,,,,77,BYD 180 kWx2 in-wheel motor,According to manufacturer: 446kWh battery; up to 159 miles range; charging capacity 150 kW,
Passenger Van/Shuttle Bus,C6M (23'),,BYD,Electric,,,,,,,,,"",BYD,,,,16,BYD 110 kWx2 in-wheel motor,According to manufacturer: 141kWh battery; up to 141 miles range; charging capacity 150 kW,
Passenger Van/Shuttle Bus,C8M (35'),,BYD,Electric,,,,,,,,,"",BYD,,,,41,BYD 180 kWx2 in-wheel motor,According to manufacturer: 313kWh battery; up to 149 miles range; charging capacity 150 kW,
Transit Bus,C8MS (35' double deck),,BYD,Electric,,,,,,,,,"",BYD,,,,52,BYD 180 kWx2 in-wheel motor,According to manufacturer: 313kWh battery; up to 125 miles range; charging capacity 150 kW,
Passenger Van/Shuttle Bus,C9M (40'),,BYD,Electric,,,,,,,,,"",BYD,,,,49,BYD 180 kWx2 in-wheel motor,According to manufacturer: 446kWh battery; up to 186 miles range; charging capacity 150 kW,
Transit Bus,K11M (60'),,BYD,Electric,,,,,,,,,"",BYD,,,,55,BYD 180 kWx2 in-wheel motor,According to manufacturer: 578kWh battery; up to 193 miles range; charging capacity 150 kW,
Transit Bus,K7M (30'),,BYD,Electric,,,,,,,,,"",BYD,,,,22,BYD 90 kWx2 in-wheel motor,According to manufacturer: 215kWh battery for up to 158 miles range; charging capacity 150 kW,
Transit Bus,K7M ER (30'),,BYD,Electric,,,,,,,,,"",BYD,,,,22,BYD 150 kWx2 in-wheel motor,According to manufacturer: 313kWh battery for up to 196 miles range; charging capacity 150 kW,
Transit Bus,K8M (35'),,BYD,Electric,,,,,,,,,"",BYD,,,,32,BYD 150 kW integrated axle,According to manufacturer: 391kWh battery; up to 196 miles range; charging capacity 150 kW,
Transit Bus,K9M (40'),,BYD,Electric,,,,,,,,,"",BYD,,,,37,BYD 150 kWx2 in-wheel motor,According to manufacturer: 313kWh battery; up to 157 miles range; charging capacity 150 kW,
Transit Bus,K9MD (40'),,BYD,Electric,,,,,,,,,"",BYD,,,,42,BYD 180 kWx2 in-wheel motor,According to manufacturer: 446kWh battery; up to 203 miles range; charging capacity 150 kW,
Vocational/Cab Chassis,3500/4500 Low Cab Forward,,Chevrolet,Ethanol (E85),,,,,,,,,"","",,,,"",GMC 6.6L V8,"",
Vocational/Cab Chassis,"4500 HD, 4500 XD, 5500 HD, 5500 XD Low Cab Forward",,Chevrolet,Biodiesel (B20),,,,,,,,,"","",,,,"",GMC 5.2L I4,"",
Vocational/Cab Chassis,6500 XD Low Cab Forward,,Chevrolet,Biodiesel (B20),,,,,,,,,"",Allison,,,,"",GMC 5.2L I4,"",
Passenger Van/Shuttle Bus,Express 2500/3500,,Chevrolet,Ethanol (E85),,,,,,,,,"","",,,,"",GMC 6.6L V8,"",
Van,Express 2500/3500,,Chevrolet,Ethanol (E85),,,,,,,,,"","",,,,"",GMC 6.6L V8,"",
Van,Express 2500/3500,,Chevrolet,Biodiesel (B20),,,,,,,,,"","",,,,"",GMC 2.8L I4,"",
Passenger Van/Shuttle Bus,Express 2500/3500,,Chevrolet,Biodiesel (B20),,,,,,,,,"","",,,,"",GMC 2.8L I4,"",
Vocational/Cab Chassis,Express 3500/4500 Cutaway,,Chevrolet,Ethanol (E85),,,,,,,,,"","",,,,"",GMC 6.6L V8,"",
Vocational/Cab Chassis,Silverado 3500 HD Cab Chassis,,Chevrolet,Biodiesel (B20),,,,,,,,,"",Allison,,,,"",GMC 6.6L V8,"",
Pickup,Sliverado 2500/3500 HD,,Chevrolet,Biodiesel (B20),,,,,,,,,"",Allison,,,,"",GMC 6.6L V8,"",
Transit Bus,e.COBUS 2700,,COBUS Industries,Electric,,,,,,,,,"","",,,,96,Siemens ELFA Electric Drive System,According to manufacturer: Lithium-titanate batteries; 1-2 hours for full battery charge,
Transit Bus,e.COBUS 2700S,,COBUS Industries,Electric,,,,,,,,,"","",,,,77,Siemens ELFA Electric Drive System,According to manufacturer: Lithium-titanate batteries; 1-2 hours for full battery charge,
Transit Bus,e.COBUS 3000,,COBUS Industries,Electric,,,,,,,,,"","",,,,110,Siemens ELFA Electric Drive System,According to manufacturer: Lithium-titanate batteries; 1-2 hours for full battery charge,
School Bus,Type A Electric School Bus (DE516),,Collins Bus Corp.,Electric,,,,,,,,,"","",,,,24,Motiv Power Systems 295kW electric motor,"Based on the Ford E-450 chassis. Electric power train developed and installed by Motiv Power Systems, a Ford-approved qualified vehicle modifier (QVM). According to Manufacturer: BMW lithium-ion i3 127kWh passenger car battery; 105 miles range",
School Bus,Type A Electric School Bus (DE516WF),,Collins Bus Corp.,Electric,,,,,,,,,"","",,,,16 + 1 wheelchair,Motiv Power Systems 295kW electric motor,"Based on the Ford E-450 chassis. Electric power train developed and installed by Motiv Power Systems, a Ford-approved qualified vehicle modifier (QVM). According to Manufacturer: BMW lithium-ion i3 127kWh passenger car battery; 105 miles range",
Street Sweeper,Broom Bear,,Elgin,CNG - Compressed Natural Gas,,,,,,,,,Automatic,"",,,,"",Cummins Westport L9N 8.9L Near Zero,"",
Street Sweeper,Broom Bear CNG Hybrid,,Elgin,CNG - Compressed Natural Gas|Plug-in Hybrid Electric,,,,,,,,,Automatic,"",,,,"",Cummins Westport L9N 8.9L Near Zero,According to Manufacturer: Parallel - electric or mechanical drive; Level 2 charging,
Street Sweeper,Broom Bear Plug-In Hybrid,,Elgin,Plug-in Hybrid Electric,,,,,,,,,Automatic,"",,,,"",Cummins ISL 9L,According to Manufacturer: Parallel - electric or mechanical drive; Level 2 charging,
Street Sweeper,Crosswind1,,Elgin,CNG - Compressed Natural Gas,,,,,,,,,"","",,,,"",Cummins Westport L9N 8.9L Near Zero,"",
Street Sweeper,Pelican,,Elgin,CNG - Compressed Natural Gas,,,,,,,,,Automatic,"",,,,"",Cummins Westport B6.7N Near Zero,"",
Transit Bus,AXESS 32' low floor,,ENC,Diesel/Hybrid Electric,,,,,,,,,"","Allison, Voith, ZF",,,,Max 25,Cummins ISL 9L|Allison Transmission hybrid drive,"",
Transit Bus,AXESS 32' low floor,,ENC,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,,,,,,"","Allison, Voith, ZF",,,,Max 25,Cummins Westport L9N 8.9L Near Zero|Allison Transmission hybrid drive,"",
Transit Bus,AXESS 35' low floor,,ENC,Diesel/Hybrid Electric,,,,,,,,,"","Allison, Voith, ZF",,,,35,Cummins ISL 9L|Allison Transmission hybrid drive,"",
Transit Bus,AXESS 35' low floor,,ENC,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,,,,,"","Allison, Voith, ZF",,,,35,Cummins Westport L9N 8.9L Near Zero,"",
Transit Bus,AXESS 40' low floor,,ENC,Diesel/Hybrid Electric,,,,,,,,,"","Allison, Voith, ZF",,,,43,Cummins ISL 9L|Allison Transmission hybrid drive,"",
Transit Bus,AXESS 40' low floor,,ENC,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,,,,,"","Allison, Voith, ZF",,,,43,Cummins Westport L9N 8.9L Near Zero,"",
Transit Bus,Axess-BEB 32' low floor,,ENC,Electric,,,,,,,,,"",.,,,,.,"","",
Transit Bus,Axess-BEB 35' low floor,,ENC,Electric,,,,,,,,,"",.,,,,.,"","",
Transit Bus,Axess-BEB 40' low floor,,ENC,Electric,,,,,,,,,"",.,,,,.,"","",
Transit Bus,AXESS-FC 40' low floor,,ENC,Hydrogen Fuel Cell,,,,,,,,,"",BAE,,,,43,"","",
Transit Bus,E-Z RIDER II 30',,ENC,Diesel/Hybrid Electric,,,,,,,,,"","Allison, Voith, ZF",,,,31,Cummins ISB6.7|Cummins ISL 9L|BAE Systems HybriDrive®|Allison Transmission hybrid drive,"",
Transit Bus,E-Z RIDER II 30',,ENC,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,,,,,,"","Allison, Voith, ZF",,,,31,Cummins Westport L9N 8.9L Near Zero,"",
Transit Bus,E-Z RIDER II 32',,ENC,Diesel/Hybrid Electric,,,,,,,,,"","Allison, Voith, ZF",,,,33,Cummins ISL 9L|Cummins ISB6.7|Allison Transmission hybrid drive|BAE Systems HybriDrive®,"",
Transit Bus,E-Z RIDER II 32',,ENC,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,,,,,"","Allison, Voith, ZF",,,,33,Cummins Westport L9N 8.9L Near Zero,"",
Transit Bus,E-Z RIDER II 35',,ENC,Diesel/Hybrid Electric,,,,,,,,,"","Allison, Voith, ZF",,,,41,Cummins ISL 9L|Cummins ISB6.7|Allison Transmission hybrid drive|BAE Systems HybriDrive®,"",
Transit Bus,E-Z RIDER II 35',,ENC,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,,,,,,"","Allison, Voith, ZF",,,,41,Cummins Westport L9N 8.9L Near Zero,"",
Transit Bus,XHF 29',,ENC,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,,,,,"","",,,,29,Cummins Westport L9N 8.9L Near Zero,"",
